Algorithm,Seed,Round,Accuracy,F1_Score,AUC,MAE
Vanilla FedAvg,1,52,69.03095359636373,0.6717583634944285,0.7070555389820447,0.1623101460693616
Vanilla FedAvg,1,53,70.00651758320772,0.6729116144694289,0.7143820897987225,0.1509041597622423
Vanilla FedAvg,1,54,70.43626199563893,0.6829210514960729,0.721710596279572,0.1502585864555962
Vanilla FedAvg,1,55,70.87074762171939,0.6766923955893077,0.7223960899572213,0.15359437492681954
Vanilla FedAvg,1,56,71.73390078449246,0.6929394858259224,0.7315699689986611,0.14625567301572634
Vanilla FedAvg,1,57,72.50507084468173,0.7049342470290638,0.7448075487825028,0.14392936873566306
Vanilla FedAvg,1,58,72.36780878982565,0.7056623125521504,0.7342735020547274,0.14770024182089767
Vanilla FedAvg,1,59,73.26445498478921,0.7176825265203568,0.7433613642220148,0.1379595665592271
Vanilla FedAvg,1,60,74.28909591195972,0.7087000435563319,0.7532547593487047,0.137084614994875
Vanilla FedAvg,1,61,74.0412257705397,0.7085812791209519,0.7572430376538343,0.13148879861416243
Vanilla FedAvg,1,62,74.21688969688552,0.716189493780311,0.7528073492272473,0.13587584948232215
Vanilla FedAvg,1,63,75.01981785896503,0.7228940704838739,0.7602976400886077,0.1263017508575401
Vanilla FedAvg,1,64,76.0043910155793,0.7344764389054024,0.7712701794365134,0.12738573109964554
Vanilla FedAvg,1,65,76.91381244251448,0.7465655389122469,0.7862022059824999,0.12352454934221271
Vanilla FedAvg,1,66,77.32356739237785,0.7415686925517194,0.7845649507379775,0.12251456856367544
Vanilla FedAvg,1,67,77.45884792298524,0.7431308060659199,0.7880888399220748,0.11972542915765083
Vanilla FedAvg,1,68,79.51329073809917,0.7633143958446499,0.8062328539628161,0.10581349787801948
Vanilla FedAvg,1,69,77.56772573794828,0.7485981094119697,0.7953178346415154,0.1168173514915832
Vanilla FedAvg,1,70,78.18522480783278,0.7553623104226097,0.7989868355570451,0.1149822085665262
Vanilla FedAvg,1,71,78.40011394790042,0.7657799064363864,0.7987787068784562,0.115699365791484
Vanilla FedAvg,1,72,79.4966133836146,0.7747503906094863,0.808737229077956,0.10337040773186468
Vanilla FedAvg,1,73,79.27524946843704,0.7660847423584808,0.8063781956693883,0.11088466599504142
Vanilla FedAvg,1,74,79.21190117585284,0.7567595899341071,0.8069560082755165,0.10717005885014824
Vanilla FedAvg,1,75,79.47759174136957,0.770100970651309,0.8139913536002731,0.10286554872730674
Vanilla FedAvg,1,76,80.49165140214875,0.7695652154474992,0.8165567128163654,0.10450148505019324
Vanilla FedAvg,1,77,79.70900824527115,0.7780195399502355,0.8145876534710655,0.10694722542070545
Vanilla FedAvg,1,78,80.37298972042377,0.7733633808061517,0.8171279234370604,0.10093439036734056
Vanilla FedAvg,1,79,81.82033824583146,0.7934473135605926,0.8357260725633031,0.0944580355573553
Vanilla FedAvg,1,80,81.48300507854685,0.7833765275604718,0.834686115899171,0.0937457010123349
Vanilla FedAvg,1,81,81.385225836864,0.7880917366195206,0.83287391676213,0.09799002956684835
Vanilla FedAvg,1,82,81.73672902448315,0.7915505090243237,0.8356352715457315,0.09565487136996396
Vanilla FedAvg,1,83,82.34176827248118,0.7942474560529625,0.8429646426270914,0.09203728478385884
Vanilla FedAvg,1,84,80.97718146812855,0.7810591800733749,0.8247404520954846,0.10367899107124048
Vanilla FedAvg,1,85,81.35919207366463,0.7959087073739048,0.8271677279545832,0.09346915273709307
Vanilla FedAvg,1,86,82.2301446026612,0.7941399054806105,0.8328991436123625,0.0946040187654528
Vanilla FedAvg,1,87,82.93312939383298,0.8035796102497329,0.8438751260451705,0.09474900111860032
Vanilla FedAvg,1,88,81.65453460521569,0.7924923863750983,0.8269334404139178,0.1007808333934822
Vanilla FedAvg,1,89,82.53994698009188,0.8074677074356958,0.8422097134979812,0.09574901820923513
Vanilla FedAvg,1,90,82.20717421861319,0.8051648686276928,0.8339270573602425,0.09178267665466805
Vanilla FedAvg,1,91,82.80952906254828,0.7989545278773754,0.8393205704902124,0.09330306512529746
Vanilla FedAvg,1,92,82.39083212978781,0.7913605362642235,0.841087975572165,0.08982023478885817
Vanilla FedAvg,1,93,83.21129561948374,0.7956605942309272,0.8479867794257231,0.08766370276050915
Vanilla FedAvg,1,94,83.23760477969184,0.80020026762614,0.8489680123943881,0.09311954935757648
Vanilla FedAvg,1,95,82.91305662119763,0.7975305335319067,0.8415851374711294,0.0864659555823712
Vanilla FedAvg,1,96,83.65575343439419,0.8017753255234717,0.8515050106194633,0.08998580748910648
Vanilla FedAvg,1,97,83.52706913033815,0.8107812439026306,0.8551623147885785,0.0914184741125019
Vanilla FedAvg,1,98,83.10620309166609,0.8126150567626049,0.8478688945407568,0.09396960421217761
Vanilla FedAvg,1,99,83.38083802157573,0.8044954683680462,0.8493239249959741,0.08602791760910201
Vanilla FedAvg,1,100,83.69691315156962,0.8136564579779839,0.8502439469549258,0.0890391795365287
Vanilla FedAvg,1,101,83.7745997056918,0.8191669550548057,0.8528017940098922,0.08170258907170745
Vanilla FedAvg,1,102,83.83633653851798,0.8106055204310015,0.8539480603714461,0.08969535913499307
Vanilla FedAvg,1,103,83.16565550346166,0.8121635902928677,0.8440414487174419,0.0903539031158543
Vanilla FedAvg,1,104,83.47075504583844,0.8159909459267609,0.8538664823972344,0.08965591608539898
Vanilla FedAvg,1,105,83.44595362121164,0.8160735912061703,0.8445931404271046,0.08651293985150299
Vanilla FedAvg,1,106,83.84467152261249,0.8142649379802646,0.8503187195535499,0.09024912816077615
Vanilla FedAvg,1,107,83.4139063003447,0.8019133434248295,0.8485550205060891,0.08717268859074623
Vanilla FedAvg,1,108,83.70834537428112,0.8022146969660603,0.8559714789197498,0.08638452417150297
Vanilla FedAvg,1,109,83.84535412003522,0.8205584048627085,0.8572653620376715,0.08194849186759492
Vanilla FedAvg,1,110,83.74755912962952,0.807741873428048,0.850015142503641,0.08709589200282399
Vanilla FedAvg,1,111,83.8726496725992,0.8162377250658349,0.8500405054440974,0.08287271002219855
Vanilla FedAvg,1,112,84.16101101116003,0.805513457120556,0.8614885653647021,0.08889373321127625
Vanilla FedAvg,1,113,84.10342487545591,0.82273763248476,0.8554957059105459,0.08917590097891141
Vanilla FedAvg,1,114,84.02710411960544,0.8130036634887303,0.8539770548147019,0.08682196629181897
Vanilla FedAvg,1,115,85.12513601763276,0.8225400467343389,0.8622397800714177,0.0748287837152508
Vanilla FedAvg,1,116,83.69101162066772,0.814552650090699,0.8474060013659116,0.09044757973557055
Vanilla FedAvg,1,117,85.19422205215712,0.829355752451517,0.8700610089243336,0.07866587378861425
Vanilla FedAvg,1,118,83.71838697197919,0.8133731477648749,0.8513473086012832,0.08218541150975392
Vanilla FedAvg,1,119,84.31529096933872,0.8200992991737929,0.8550149594963177,0.0852708568788452
Vanilla FedAvg,1,120,85.10311306911782,0.8307581692904569,0.8619218588462398,0.08270980708364256
Vanilla FedAvg,1,121,83.52433569324685,0.7998839201267389,0.8465827180374644,0.08283050823482763
Vanilla FedAvg,1,122,85.11848442932713,0.8336338079174608,0.8674202106244907,0.08251311116118269
Vanilla FedAvg,1,123,83.36343292194627,0.7975633546787814,0.8452131399881057,0.09156612243738002
Vanilla FedAvg,1,124,84.91318456562219,0.8227753455471981,0.8649836506328453,0.07816814789119612
Vanilla FedAvg,1,125,84.25417870545681,0.8103112030098665,0.8530941297557438,0.08722558037949008
Vanilla FedAvg,1,126,84.28946990716258,0.8210898430553293,0.8583892577185249,0.07984424461570203
Vanilla FedAvg,1,127,84.33971538897387,0.8219563547018746,0.8566801470456802,0.08448270545970961
Vanilla FedAvg,1,128,84.54958819871074,0.8214227099867084,0.864360306065111,0.0839677909623743
Vanilla FedAvg,1,129,85.08000452864007,0.8233807743584328,0.8622782302832154,0.08011904574454448
Vanilla FedAvg,1,130,84.37362689197715,0.8156427841106684,0.854969732893188,0.08216669420223821
Vanilla FedAvg,1,131,84.64918014550233,0.8154803700639383,0.8643621598399341,0.07811781402835606
Vanilla FedAvg,1,132,85.02089009369138,0.8329138296048179,0.8667030253488479,0.08079472640008944
Vanilla FedAvg,1,133,83.75444256568372,0.8027103632538254,0.8540618709866042,0.08636768206317952
Vanilla FedAvg,1,134,83.33540236773106,0.8010138829489415,0.8493885958540979,0.08954385516362343
Vanilla FedAvg,1,135,83.5117548291067,0.8092324822004805,0.8453172225382124,0.08736740679439516
Vanilla FedAvg,1,136,84.34361075370427,0.8199923531805516,0.8571020989938755,0.08068340241926059
Vanilla FedAvg,1,137,84.56216152506093,0.8250715812576143,0.8621649424173707,0.08615707647375546
Vanilla FedAvg,1,138,83.91596620966456,0.8128972360494553,0.8524840847114353,0.0821433676636935
Vanilla FedAvg,1,139,84.12741202117141,0.8209084281219449,0.8603870948741436,0.08056929860514896
Vanilla FedAvg,1,140,84.00235384756188,0.8140074923454518,0.8579602012915608,0.08363092937267136
Vanilla FedAvg,1,141,85.3870392849407,0.8360067421955969,0.8658762888603166,0.07934380747020559
Vanilla FedAvg,1,142,84.42785300056933,0.8257577787666021,0.8555427437646256,0.0870694590024715
Vanilla FedAvg,1,143,84.35927957454527,0.8105969142346824,0.8561101988416161,0.08004881232083744
Vanilla FedAvg,1,144,84.30987771730146,0.82204981516282,0.8593940561451008,0.0832958412654029
Vanilla FedAvg,1,145,83.66740004280436,0.8106898260968197,0.8491992910467061,0.08202983181488417
Vanilla FedAvg,1,146,85.11279648371791,0.8290566666535552,0.8639944689783337,0.08338808595828243
Vanilla FedAvg,1,147,85.9729098716964,0.8403910765158292,0.8752549750487295,0.07546162330606823
Vanilla FedAvg,1,148,84.99712810112527,0.8281224453183331,0.867278848701759,0.07878720112541988
Vanilla FedAvg,1,149,84.1177003095683,0.8219582203973844,0.8522717302882842,0.08534742298769896
Vanilla FedAvg,1,150,83.90364685007198,0.8086736927478155,0.8511447561146465,0.08546618773893068
Vanilla FedAvg,1,151,84.4863394091817,0.816229303849563,0.8574089993499737,0.08188489841638831
Vanilla FedAvg,1,152,84.02005945816538,0.8208449766341094,0.8573628355236665,0.08353052567315947
Vanilla FedAvg,1,153,84.91665946111937,0.8250613282010129,0.8593014421232639,0.08147445088797205
Vanilla FedAvg,1,154,85.41098125327706,0.8322830804473953,0.8730919878065666,0.07447368512545803
Vanilla FedAvg,1,155,84.13349670698828,0.8207769272474591,0.8584840153829444,0.08106625241800615
Vanilla FedAvg,1,156,84.21765230459638,0.807397684092516,0.8613741855893474,0.08415685237272062
Vanilla FedAvg,1,157,84.59870096471332,0.8268264914108294,0.8620084536566758,0.0867011995091871
Vanilla FedAvg,1,158,84.44047970782438,0.8102065586187992,0.856234076368751,0.08037662973132749
Vanilla FedAvg,1,159,84.71805985723817,0.8116494668183823,0.8616129696422424,0.08212582760850813
Vanilla FedAvg,1,160,83.98070962380928,0.8174113724401253,0.8521121669061734,0.08196688936652886
Vanilla FedAvg,1,161,84.08963390698172,0.8139262047147318,0.8584722417456664,0.08070019871248345
Vanilla FedAvg,1,162,83.57049531133299,0.8067784532022306,0.8528186475809274,0.08795990565756118
Vanilla FedAvg,1,163,84.44147198673637,0.8168746368189848,0.8638964844991395,0.08115868284825734
Vanilla FedAvg,1,164,83.87048762012918,0.8192424851384865,0.8580711264965643,0.09054716422325354
Vanilla FedAvg,1,165,84.98053960087007,0.8277164749932514,0.8629903687864615,0.08269958059454649
Vanilla FedAvg,1,166,84.19026340302571,0.8131518065374951,0.8571868721447555,0.08316709212634413
Vanilla FedAvg,1,167,84.76848493931952,0.8141187642495767,0.8580345802865301,0.07740054753825784
Vanilla FedAvg,1,168,84.37959357330487,0.8123026675143149,0.8544125311648384,0.07991436279513224
Vanilla FedAvg,1,169,84.525510600585,0.8168605416221347,0.8568368182382673,0.07877017076333792
Vanilla FedAvg,1,170,84.40541253292157,0.8112676965854335,0.8620378521287383,0.07960949676404919
Vanilla FedAvg,1,171,84.6814523923486,0.8165742890310922,0.8615838696757948,0.08018104287949201
Vanilla FedAvg,1,172,84.27465248512765,0.8083475835379887,0.8588220737770501,0.08679273196907754
Vanilla FedAvg,1,173,83.4669473993283,0.8087224888000253,0.8516556952516416,0.09014135680512098
Vanilla FedAvg,1,174,83.9827811009407,0.8129768469873692,0.8575056840579388,0.08908184022804219
Vanilla FedAvg,1,175,84.90229421476583,0.8139130410854142,0.8627805621885184,0.07665750933325449
Vanilla FedAvg,1,176,83.38274627552089,0.7983542710278352,0.8475503822244947,0.08643532476896643
Vanilla FedAvg,1,177,84.65824257697322,0.8172493221357673,0.861247814849969,0.08564771294564347
Vanilla FedAvg,1,178,84.28199124491643,0.8101915699756903,0.8613031636518367,0.08170726445337335
Vanilla FedAvg,1,179,84.90540662990671,0.8314023362783702,0.863355169450354,0.08309755370787338
Vanilla FedAvg,1,180,84.06276519113459,0.806279786137884,0.8572068344241869,0.08789874709104718
Vanilla FedAvg,1,181,84.3564049268104,0.8107468609671509,0.8620648749946163,0.08051048931827441
Vanilla FedAvg,1,182,84.00246466108396,0.8087791023107614,0.8528242812453789,0.08639915302343316
Vanilla FedAvg,1,183,84.69903874341753,0.8250145985073527,0.8635334274991362,0.07832078345092659
Vanilla FedAvg,1,184,85.4311663278316,0.8190564187860772,0.8684777453306549,0.07685268252847838
Vanilla FedAvg,1,185,84.82037234557504,0.8281726209243137,0.8623414251355824,0.08095702506096947
Vanilla FedAvg,1,186,84.46579375942827,0.815535694133704,0.8644768357560743,0.08639227029230019
Vanilla FedAvg,1,187,84.54865697865742,0.8146438219133049,0.8562615759748012,0.0843291014498469
Vanilla FedAvg,1,188,84.85719463304123,0.8285497265455188,0.8628090627287442,0.08178117729862239
Vanilla FedAvg,1,189,85.29123589345798,0.8171667714605079,0.8636566738055121,0.07805221424675142
Vanilla FedAvg,1,190,84.23934671263774,0.8232808368670347,0.852545055136754,0.08719224730127063
Vanilla FedAvg,1,191,84.52311081234177,0.8165009772460508,0.8612410810847164,0.07793206232651147
Vanilla FedAvg,1,192,85.04262081300476,0.8267137391345285,0.8623976736440675,0.07483321616502223
Vanilla FedAvg,1,193,83.98973345197832,0.812351475770629,0.8506987783556557,0.08351479268376799
Vanilla FedAvg,1,194,83.66860271584368,0.8130132425773434,0.8493110146773393,0.08617916582967969
Vanilla FedAvg,1,195,84.36646649804925,0.8239742312732867,0.8619007951154303,0.08315134523714855
Vanilla FedAvg,1,196,83.74490836094294,0.8123215929471499,0.8483006245987486,0.08489939718645162
Vanilla FedAvg,1,197,85.4211628741574,0.8368655070349759,0.867576255021407,0.0746745452979105
Vanilla FedAvg,1,198,85.06016039403214,0.8143681655121259,0.8691149766627903,0.07884543926710955
Vanilla FedAvg,1,199,85.78373959186494,0.8393391184525079,0.8703377912146576,0.07318035797163114
Vanilla FedAvg,1,200,84.52684013119308,0.8104019474968779,0.8632170049071107,0.07927267655067126
FedProx,1,1,21.757151891278944,0.2019232658692813,0.5,0.3989695167105554
FedProx,1,2,22.05913204928229,0.20711371738800588,0.5,0.39411196722297087
FedProx,1,3,23.298633129794005,0.22522179975336698,0.5,0.3921246905611651
FedProx,1,4,22.51221754113657,0.20169742266046575,0.5,0.3901463590257526
FedProx,1,5,23.456594575858027,0.22936689973020177,0.5,0.3898767494091839
FedProx,1,6,25.179027507736294,0.23357599073761268,0.5,0.376324584080648
FedProx,1,7,25.36225651745336,0.24815590311595567,0.5,0.38118787826646505
FedProx,1,8,25.235701622745296,0.2437389826618172,0.5,0.37620331969674076
FedProx,1,9,26.22324413289378,0.24254245386524587,0.5,0.37718597798120096
FedProx,1,10,26.819822255468697,0.2548905875112241,0.5,0.36795073167681475
FedProx,1,11,27.87565200056221,0.2729213511352949,0.5,0.3627006025486492
FedProx,1,12,28.201449552752138,0.2758435615394946,0.5,0.36482316784593627
FedProx,1,13,29.399790761334796,0.2717690782263122,0.5,0.35559528052763895
FedProx,1,14,29.67899182774267,0.28326027174853285,0.5,0.35428567726951543
FedProx,1,15,29.981164567395115,0.2827744691434325,0.5,0.3530388347584436
FedProx,1,16,31.95294110745158,0.2941697567137823,0.5,0.34163642622040663
FedProx,1,17,32.01059401900476,0.2958127768483648,0.5,0.3441991649496685
FedProx,1,18,33.25810449628987,0.3254800378972384,0.5,0.33912581966515937
FedProx,1,19,33.08467036923365,0.32144264813703327,0.5,0.3444206699608673
FedProx,1,20,34.743888760444136,0.3299763062062988,0.5,0.32900362946297296
FedProx,1,21,35.36242986282481,0.341070708241939,0.5,0.3297020545693946
FedProx,1,22,35.74445363323338,0.333700809531543,0.5,0.3213876901204179
FedProx,1,23,37.10340135931994,0.3516029961126623,0.5,0.31623670598963477
FedProx,1,24,38.271944358555196,0.3567768157953417,0.5,0.312471663489719
FedProx,1,25,38.51867153134041,0.37415731363201443,0.5,0.3082346290225492
FedProx,1,26,39.67972679315362,0.3767982803835777,0.5,0.30549432217465167
FedProx,1,27,40.2107070009868,0.3796840105059857,0.5,0.30461051139803497
FedProx,1,28,40.959066644252914,0.39187784506969653,0.5,0.304572964171983
FedProx,1,29,42.0841371068791,0.41180088094618944,0.5,0.2955300937726071
FedProx,1,30,43.642274584265785,0.42666577465611966,0.5,0.28775705556784
FedProx,1,31,44.76235873530346,0.43653915054329845,0.5,0.28347009388551875
FedProx,1,32,44.966575214755935,0.43076261078048417,0.5,0.2795153973122578
FedProx,1,33,46.47968668828696,0.43951261196583263,0.5,0.27032301793086483
FedProx,1,34,46.922711677545465,0.4480379611025638,0.5,0.266302262345539
FedProx,1,35,48.07022662835998,0.4673855623811554,0.5,0.2683783252169642
FedProx,1,36,49.300570451117096,0.46850109269275636,0.5049400930325565,0.2600849814115217
FedProx,1,37,50.336982947714795,0.48830907271042123,0.5184755798407166,0.25052717967962207
FedProx,1,38,51.13582624688509,0.48137773705954084,0.5219176690719848,0.24471513687925964
FedProx,1,39,52.06919788286386,0.5066666323495191,0.5350125265231124,0.2488088935615611
FedProx,1,40,52.92092444236306,0.5179461399634421,0.5422350417511622,0.23836886786191022
FedProx,1,41,53.75669771950575,0.5095747846313701,0.5491214832097069,0.2344075161349038
FedProx,1,42,54.972859792449604,0.5221557164829925,0.5693585215773411,0.23109839982257252
FedProx,1,43,55.44620120959591,0.5418337078214558,0.5674991243371778,0.2261677435897011
FedProx,1,44,56.407040777543266,0.5382936641893487,0.5834168443674432,0.22111769949058976
FedProx,1,45,58.01019219132281,0.5621248334163221,0.593843008148858,0.21880881652574785
FedProx,1,46,58.399753945627644,0.5600003249035048,0.6016679447087401,0.20824523808742718
FedProx,1,47,59.231924130115786,0.5616915025048768,0.6043314089434212,0.21381972045475445
FedProx,1,48,60.49038940574675,0.5857915798672839,0.6172320111681562,0.20156736210735868
FedProx,1,49,61.83546748866196,0.5885140391051605,0.6285138401946267,0.19850539669533537
FedProx,1,50,61.60828145298908,0.5954058225959463,0.6318692445071201,0.1993344157509435
FedProx,1,51,62.40798073508573,0.6045057680510246,0.6412074174343165,0.19092317752913127
FedProx,1,52,63.27050241297254,0.6153787686261327,0.6522840922333618,0.18382622728247144
FedProx,1,53,64.16047814507058,0.6210861528784981,0.6548083086237751,0.18138014815329773
FedProx,1,54,65.04266245835679,0.6184188684128921,0.6625631744394124,0.17568079773133866
FedProx,1,55,66.100392650997,0.6288892075339423,0.6763299113974713,0.17563215063712212
FedProx,1,56,66.36145177998992,0.6470015485220597,0.6737028315385295,0.17050945811388482
FedProx,1,57,67.23640092963319,0.646761993212828,0.6872371241861668,0.16612469346901165
FedProx,1,58,68.07171237712554,0.6635722206557201,0.6985122616805537,0.16150582073581485
FedProx,1,59,68.30663365170254,0.668248156255417,0.6933753102156173,0.16730469059112155
FedProx,1,60,69.70585603395449,0.6645623434688497,0.7071094821130806,0.15320967232242244
FedProx,1,61,70.4488274070389,0.6764780962279053,0.7229493150069906,0.15591419421471164
FedProx,1,62,70.28437915126803,0.6842981042456935,0.7206056153644541,0.153947848472594
FedProx,1,63,71.74541438869596,0.7012753242612654,0.7286795352606559,0.14392892848240726
FedProx,1,64,72.44023173887136,0.7073239726152833,0.7355148365900239,0.14735535628794072
FedProx,1,65,72.41352124224562,0.6965476685612267,0.7386266387163649,0.13880226138788598
FedProx,1,66,72.99220908189497,0.7071545847411567,0.7461952056488266,0.13763649242812842
FedProx,1,67,73.38655015805553,0.7175672672307912,0.7516636695610572,0.13989983684631832
FedProx,1,68,74.64132118767132,0.7299623304493731,0.7579011427362257,0.13174485933178312
FedProx,1,69,75.44051977098411,0.7228234744371413,0.7709271056308192,0.12957756267067008
FedProx,1,70,74.70645600081714,0.7208086295280922,0.7643942773064772,0.1352540198594659
FedProx,1,71,75.62721078685975,0.7241350311293406,0.7675991658589995,0.1289475758328516
FedProx,1,72,76.28996668014018,0.7309014068981003,0.775924952184709,0.1253515743169021
FedProx,1,73,76.83859784995457,0.7498461568236933,0.7795772709075565,0.12452544602767948
FedProx,1,74,76.96851806115473,0.7537065313386251,0.7814270131058996,0.11644610836896083
FedProx,1,75,77.59934092851799,0.7572583431785102,0.7878137390439893,0.12032463713698746
FedProx,1,76,77.18243427808504,0.7462385012500167,0.7917604840636822,0.11695820994132393
FedProx,1,77,77.96326185210226,0.7514036956102688,0.7970345827103811,0.1165237477704848
FedProx,1,78,78.26853541759456,0.7562319394981096,0.7948869002244342,0.10972712930029677
FedProx,1,79,78.69876620256429,0.7519880687079501,0.8035689403652561,0.11283238791851806
FedProx,1,80,79.56535208659325,0.7610998883384135,0.8146284235860258,0.11154552443939826
FedProx,1,81,79.07785692484775,0.7689437265245717,0.8036968483620247,0.10528422139044896
FedProx,1,82,79.64322413721065,0.7688601873411389,0.812973410802577,0.10799303449162151
FedProx,1,83,79.63867178825448,0.7652937196063135,0.8161408487179569,0.10202787657401756
FedProx,1,84,80.29766730220666,0.7804449351786346,0.81809024111802,0.10621573766704462
FedProx,1,85,80.19752687170396,0.7804632300170654,0.8120040237154625,0.10327417866383995
FedProx,1,86,81.43356464322859,0.7890211930170468,0.8326994082203693,0.10078027227135633
FedProx,1,87,80.52315924298469,0.787479339668933,0.8184265994090998,0.1039293159278879
FedProx,1,88,81.45498005568888,0.7927936140057867,0.8250411649343846,0.09423567863936462
FedProx,1,89,81.66151073964035,0.791888258909953,0.8302298479197627,0.0956683902814262
FedProx,1,90,81.58172691122887,0.7940166196830695,0.8259774926326904,0.09618470550700609
FedProx,1,91,81.73540337336368,0.7967448589784624,0.8370426929047917,0.09783965138694045
FedProx,1,92,82.17410578675103,0.7979357098356848,0.8330974753691139,0.09386157013316043
FedProx,1,93,82.36298863197567,0.7917388517004804,0.8351820540385878,0.09579529674955166
FedProx,1,94,82.5927791068995,0.7968848288149867,0.8446153422921711,0.08736136626041502
FedProx,1,95,82.66475693175,0.7941838721116266,0.8418323458023745,0.08784929723087392
FedProx,1,96,83.0380300236089,0.8112689783873163,0.8435246473637993,0.08911290883095015
FedProx,1,97,82.89916399323151,0.8111276283921661,0.8431719259131711,0.08819411407819341
